SITE,SPECIES,DURATION,MESH,MAP,AET,PET,MAT,N,C,Lig,Cel,WSE,mean.afw,sd.afw
BSF,TRAE,9,1,1244.55,752.61,1096.91,11.29540417,0.3775,47.3225,16.208,73.152,6.722,3.38133333333333,0.461109892903344
CDR,TRAE,1,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,6.42175,0.283412979001786
CDR,TRAE,2,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,5.671,0.750697009451883
CDR,TRAE,3,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,5.01925,0.722015408422839
CDR,TRAE,4,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,3.91533333333333,1.04206349774538
CDR,TRAE,5,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,3.502,1.31663282656935
CDR,TRAE,6,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,3.4855,0.265165042944955
CDR,TRAE,10,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,0.3555,0.105358910396796
CDR,TRAE,7,1,822.7777778,733.2,1026.133333,7.056204167,0.3775,47.3225,16.208,73.152,6.722,2.928,NA
CPR,TRAE,1,1,440.4,430.42,1201.73,8.598458333,0.3775,47.3225,16.208,73.152,6.722,8.2925,0.450940129063715
CPR,TRAE,2,1,440.4,430.42,1201.73,8.598458333,0.3775,47.3225,16.208,73.152,6.722,7.69525,0.480687961849126
CPR,TRAE,3,1,440.4,430.42,1201.73,8.598458333,0.3775,47.3225,16.208,73.152,6.722,6.56625,0.571704687754089
CPR,TRAE,4,1,440.4,430.42,1201.73,8.598458333,0.3775,47.3225,16.208,73.152,6.722,3.2705,1.26670504327829
CWT,TRAE,1,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,5.746,0.25343112147748
CWT,TRAE,2,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,3.712,1.31748700183341
CWT,TRAE,3,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,3.458,0.365251511518661
CWT,TRAE,4,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,2.06775,0.414444507745006
CWT,TRAE,5,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,3.33525,2.54171298864893
CWT,TRAE,6,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,1.5985,0.539803359258412
CWT,TRAE,7,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,0.7275,0.294587281916017
CWT,TRAE,8,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,0.861666666666667,0.843001977063716
CWT,TRAE,9,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,1.12275,0.326892821375243
CWT,TRAE,10,1,1905.66,1173.16,1352.79,13.34375,0.3775,47.3225,16.208,73.152,6.722,1.426,1.433174797434
GSF,TRAE,1,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,8.507,1.73018207134394
GSF,TRAE,2,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,5.64875,1.6472547617172
GSF,TRAE,3,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,3.03475,3.51872347828963
GSF,TRAE,4,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,4.70925,1.32541726134326
GSF,TRAE,5,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,5.6605,0.268914484548527
GSF,TRAE,6,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,3.801,1.56794557728683
GSF,TRAE,7,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,4.353,1.23223699019304
GSF,TRAE,8,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,3.1945,1.61318432507468
GSF,TRAE,9,1,508.41,502.5,1421.8,26.38333333,0.3775,47.3225,16.208,73.152,6.722,1.4135,1.14195431899296
HBR,TRAE,1,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,5.687,0.567965374531464
HBR,TRAE,2,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,3.563,1.5076447415312
HBR,TRAE,3,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,3.28425,0.538138380592452
HBR,TRAE,4,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,1.49575,0.923209031945998
HBR,TRAE,5,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,1.7425,0.943538905751462
HBR,TRAE,6,1,1396.13,712.53,817.54,5.548666667,0.3775,47.3225,16.208,73.152,6.722,0.8085,0.301292216958885
HFR,TRAE,1,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,5.992,0.418222428858138
HFR,TRAE,2,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,4.96675,0.840100539618126
HFR,TRAE,3,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,2.57675,0.832644932329101
HFR,TRAE,4,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,2.5245,0.781604119743493
HFR,TRAE,5,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,2.1435,0.633407978057323
HFR,TRAE,6,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,1.375,0.433055423704634
HFR,TRAE,9,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,1.656,0.426395356447511
HFR,TRAE,7,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,1.58033333333333,0.643259149436161
HFR,TRAE,10,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,1.86133333333333,0.568275754659068
HFR,TRAE,8,1,1152.13,851.25,1041.04,7.489633333,0.3775,47.3225,16.208,73.152,6.722,3.0975,0.921360135886071
JRN,TRAE,1,1,298.1111111,292.2666667,1665.977778,17.14754167,0.3775,47.3225,16.208,73.152,6.722,8.157,0.291390917268653
JRN,TRAE,2,1,298.1111111,292.2666667,1665.977778,17.14754167,0.3775,47.3225,16.208,73.152,6.722,7.75925,0.95907329403614
JRN,TRAE,3,1,298.1111111,292.2666667,1665.977778,17.14754167,0.3775,47.3225,16.208,73.152,6.722,5.95025,1.35136606809554
JRN,TRAE,6,1,298.1111111,292.2666667,1665.977778,17.14754167,0.3775,47.3225,16.208,73.152,6.722,0.594,NA
JRN,TRAE,5,1,298.1111111,292.2666667,1665.977778,17.14754167,0.3775,47.3225,16.208,73.152,6.722,0.2,NA
JUN,TRAE,1,1,2877.81,494.81,543.94,4.277983333,0.3775,47.3225,16.208,73.152,6.722,6.878,0.298042502561855
JUN,TRAE,2,1,2877.81,494.81,543.94,4.277983333,0.3775,47.3225,16.208,73.152,6.722,6.11925,0.580096759170399
JUN,TRAE,3,1,2877.81,494.81,543.94,4.277983333,0.3775,47.3225,16.208,73.152,6.722,4.34,2.0711739022432
JUN,TRAE,5,1,2877.81,494.81,543.94,4.277983333,0.3775,47.3225,16.208,73.152,6.722,2.79,1.5524973429929
KBS,TRAE,1,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,5.7155,0.44940887099982
KBS,TRAE,2,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,4.2145,1.30254891142969
KBS,TRAE,3,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,2.683,1.0675582731948
KBS,TRAE,4,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,0.44925,0.144949129007387
KBS,TRAE,5,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,5.14633333333333,2.9984356476892
KBS,TRAE,6,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,0.93475,0.758980621184318
KBS,TRAE,7,1,811.15,707.59,1007.43,8.838666667,0.3775,47.3225,16.208,73.152,6.722,0.246,NA
KNZ,TRAE,1,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,7.5585,0.144472604092725
KNZ,TRAE,2,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,6.224,0.524787576072452
KNZ,TRAE,3,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,4.52,0.514323503902618
KNZ,TRAE,4,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,4.05466666666667,0.508682939888231
KNZ,TRAE,5,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,3.283,1.03520432765711
KNZ,TRAE,7,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,1.5455,0.931259630822683
KNZ,TRAE,8,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,1.717,0.322440692221066
KNZ,TRAE,9,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,1.794,0.169705627484771
KNZ,TRAE,6,1,791.21,746.72,1250.01,12.57004167,0.3775,47.3225,16.208,73.152,6.722,2.294,NA
LBS,TRAE,1,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,6.28475,0.547649142547793
LBS,TRAE,2,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,2.27025,0.902320850178398
LBS,TRAE,3,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,2.32775,0.465826416168083
LBS,TRAE,5,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,1.53575,0.755619558155205
LBS,TRAE,6,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,1.81775,1.13405331297372
LBS,TRAE,7,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,1.84225,1.67488036886221
LBS,TRAE,8,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,1.46025,1.10100934752314
LBS,TRAE,9,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,1.51575,0.684773624394709
LBS,TRAE,10,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,5.262,0.591141269071953
LBS,TRAE,4,1,4099.52,1699.15,1772.69,26.18779167,0.3775,47.3225,16.208,73.152,6.722,3.356,NA
LUQ,TRAE,1,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,4.497,0.334237440551873
LUQ,TRAE,2,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,3.21275,0.976185902718671
LUQ,TRAE,3,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,2.7515,1.81994917511451
LUQ,TRAE,4,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,2.0615,0.472014477179108
LUQ,TRAE,5,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,0.98025,0.512452518125663
LUQ,TRAE,6,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,0.9205,0.61578053449802
LUQ,TRAE,7,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,0.509,0.294624054234092
LUQ,TRAE,8,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,0.2735,0.257299436454882
LUQ,TRAE,9,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,0.13925,0.1325
LUQ,TRAE,10,1,3362.82,1233.94,1259.58,23.47708333,0.3775,47.3225,16.208,73.152,6.722,0.89375,0.319179547172643
LVW,TRAE,1,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,6.83325,0.250352251837286
LVW,TRAE,2,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,6.955,0.458277208684874
LVW,TRAE,3,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,5.739,1.73023293229553
LVW,TRAE,5,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,4.7015,0.715318810042068
LVW,TRAE,6,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,4.96,1.48630986002247
LVW,TRAE,7,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,4.87325,2.4009111291341
LVW,TRAE,9,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,3.66425,0.594367661188482
LVW,TRAE,10,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,4.919,3.8910614233137
LVW,TRAE,4,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,6.252,1.89995026250689
LVW,TRAE,8,1,1096.46,850.81,1083.15,1.707875,0.3775,47.3225,16.208,73.152,6.722,4.577,0.741047906683502
MTV,TRAE,1,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,3.97475,0.848103128556113
MTV,TRAE,2,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,3.21775,0.722830720155141
MTV,TRAE,3,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,2.47175,0.842990065184638
MTV,TRAE,4,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,1.46275,0.281367345890267
MTV,TRAE,5,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,2.4795,1.30514481955069
MTV,TRAE,6,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,2.0285,0.921473638617333
MTV,TRAE,7,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,1.51275,0.465777038936013
MTV,TRAE,8,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,0.6705,0.459539987378683
MTV,TRAE,9,1,2685,1084.06,1165.5,17.67916667,0.3775,47.3225,16.208,73.152,6.722,1.35,0.760850839521124
NIN,TRAE,1,1,1491.22,1206.53,1456.16,18.203875,0.3775,47.3225,16.208,73.152,6.722,0.0985,0.0260320315508926
NIN,TRAE,2,1,1491.22,1206.53,1456.16,18.203875,0.3775,47.3225,16.208,73.152,6.722,0.025,0
NIN,TRAE,3,1,1491.22,1206.53,1456.16,18.203875,0.3775,47.3225,16.208,73.152,6.722,NA,NA
NLK,TRAE,1,1,676.63,649.13,884.36,4.137,0.3775,47.3225,16.208,73.152,6.722,6.8085,0.56829012543477
NLK,TRAE,2,1,676.63,649.13,884.36,4.137,0.3775,47.3225,16.208,73.152,6.722,6.11125,0.537467750970543
NWT,TRAE,1,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,8.27575,0.122363869939892
NWT,TRAE,2,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,7.01125,0.353126393802559
NWT,TRAE,3,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,6.61025,0.396314164100486
NWT,TRAE,4,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,6.084,0.374487649996632
NWT,TRAE,5,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,5.711,0.684791209055724
NWT,TRAE,6,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,4.13175,0.325964594191864
NWT,TRAE,8,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,4.196,0.181019335983756
NWT,TRAE,7,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,5.577,NA
NWT,TRAE,9,1,1249.7,646.57,755.51,-3.2115,0.3775,47.3225,16.208,73.152,6.722,4.123,NA
OLY,TRAE,1,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,7.27325,0.943926330105621
OLY,TRAE,2,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,5.869,0.439765846786674
OLY,TRAE,3,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,4.52825,0.808662424418661
OLY,TRAE,4,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,3.40675,1.00010611936934
OLY,TRAE,5,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,2.73025,1.31609836891726
OLY,TRAE,6,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,2.117,0.216591781930894
OLY,TRAE,7,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,0.87575,0.6570445824549
OLY,TRAE,8,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,2.203,1.01580870902613
OLY,TRAE,9,1,1530.9,794.19,1043.78,10.7329625,0.3775,47.3225,16.208,73.152,6.722,0.5975,0.413342069800143
SEV,TRAE,1,1,254.5,252.22,1601.93,13.17375,0.3775,47.3225,16.208,73.152,6.722,7.71775,0.323276326589705
SEV,TRAE,2,1,254.5,252.22,1601.93,13.17375,0.3775,47.3225,16.208,73.152,6.722,6.12325,0.851795114253813
SEV,TRAE,3,1,254.5,252.22,1601.93,13.17375,0.3775,47.3225,16.208,73.152,6.722,5.38625,3.5537561701201
SEV,TRAE,4,1,254.5,252.22,1601.93,13.17375,0.3775,47.3225,16.208,73.152,6.722,4.769,2.65611671430304
SMR,TRAE,1,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,8.12625,0.176686869913981
SMR,TRAE,2,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,8.11,1.04121947734375
SMR,TRAE,3,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,6.65675,1.09578020150028
SMR,TRAE,7,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,3.088,0.169705627484772
SMR,TRAE,10,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,9.80033333333333,1.26494914258769
SMR,TRAE,6,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,3.632,0.834386001800126
SMR,TRAE,9,1,240.31,236.14,1860.46,14.64165417,0.3775,47.3225,16.208,73.152,6.722,8.253,NA
UFL,TRAE,1,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,5.10625,1.02208231077541
UFL,TRAE,2,1,1238.47,1165.79,1620.79,20.721375,0.3775,47.3225,16.208,73.152,6.722,4.26925,1.9012822646835
