SITE,SPECIES,DURATION,MESH,MAP,AET,PET,MAT,N,C,Lig,Cel,WSE,mean.afw,sd.afw
BNZ,PIRE,10,1,402.87,359.8,575.89,-1.760208333,0.5875,53.41,19.176,44.58,20.604,4.545,1.53334166664402
CDR,PIRE,1,1,822.7777778,733.2,1026.133333,7.056204167,0.5875,53.41,19.176,44.58,20.604,8.12375,0.163324574595089
CDR,PIRE,2,1,822.7777778,733.2,1026.133333,7.056204167,0.5875,53.41,19.176,44.58,20.604,7.4045,0.260505278257466
CDR,PIRE,3,1,822.7777778,733.2,1026.133333,7.056204167,0.5875,53.41,19.176,44.58,20.604,6.49366666666667,0.546104690817918
CDR,PIRE,4,1,822.7777778,733.2,1026.133333,7.056204167,0.5875,53.41,19.176,44.58,20.604,5.16525,1.9623955386211
CDR,PIRE,5,1,822.7777778,733.2,1026.133333,7.056204167,0.5875,53.41,19.176,44.58,20.604,4.589,1.25157900270019
CDR,PIRE,6,1,822.7777778,733.2,1026.133333,7.056204167,0.5875,53.41,19.176,44.58,20.604,3.2765,1.21834498398442
CDR,PIRE,7,1,822.7777778,733.2,1026.133333,7.056204167,0.5875,53.41,19.176,44.58,20.604,3.81,NA
CDR,PIRE,8,1,822.7777778,733.2,1026.133333,7.056204167,0.5875,53.41,19.176,44.58,20.604,1.131,NA
CDR,PIRE,10,1,822.7777778,733.2,1026.133333,7.056204167,0.5875,53.41,19.176,44.58,20.604,2.236,1.83706341752265
CPR,PIRE,1,1,440.4,430.42,1201.73,8.598458333,0.5875,53.41,19.176,44.58,20.604,9.049,0.0780213645954317
CPR,PIRE,2,1,440.4,430.42,1201.73,8.598458333,0.5875,53.41,19.176,44.58,20.604,8.11525,0.213042053751523
CPR,PIRE,3,1,440.4,430.42,1201.73,8.598458333,0.5875,53.41,19.176,44.58,20.604,7.072,0.394444757433366
CPR,PIRE,4,1,440.4,430.42,1201.73,8.598458333,0.5875,53.41,19.176,44.58,20.604,4.228,3.01241248835547
CWT,PIRE,1,1,1905.66,1173.16,1352.79,13.34375,0.5875,53.41,19.176,44.58,20.604,7.32575,0.246004573128225
CWT,PIRE,2,1,1905.66,1173.16,1352.79,13.34375,0.5875,53.41,19.176,44.58,20.604,6.84225,2.15090482898089
CWT,PIRE,4,1,1905.66,1173.16,1352.79,13.34375,0.5875,53.41,19.176,44.58,20.604,3.4015,0.797104970084451
CWT,PIRE,6,1,1905.66,1173.16,1352.79,13.34375,0.5875,53.41,19.176,44.58,20.604,2.873,0.917773392510373
CWT,PIRE,7,1,1905.66,1173.16,1352.79,13.34375,0.5875,53.41,19.176,44.58,20.604,1.8395,0.967415973956739
CWT,PIRE,8,1,1905.66,1173.16,1352.79,13.34375,0.5875,53.41,19.176,44.58,20.604,2.919,1.62128076943302
CWT,PIRE,9,1,1905.66,1173.16,1352.79,13.34375,0.5875,53.41,19.176,44.58,20.604,1.51775,0.567776584582351
CWT,PIRE,10,1,1905.66,1173.16,1352.79,13.34375,0.5875,53.41,19.176,44.58,20.604,0.9075,0.91954934614734
CWT,PIRE,5,1,1905.66,1173.16,1352.79,13.34375,0.5875,53.41,19.176,44.58,20.604,2.602,1.47022957391014
CWT,PIRE,3,1,1905.66,1173.16,1352.79,13.34375,0.5875,53.41,19.176,44.58,20.604,6.5985,3.29865313423524
HBR,PIRE,1,1,1396.13,712.53,817.54,5.548666667,0.5875,53.41,19.176,44.58,20.604,7.51875,0.562754164800226
HBR,PIRE,2,1,1396.13,712.53,817.54,5.548666667,0.5875,53.41,19.176,44.58,20.604,6.29275,0.770557536246753
HBR,PIRE,3,1,1396.13,712.53,817.54,5.548666667,0.5875,53.41,19.176,44.58,20.604,4.11425,0.970801859289526
HBR,PIRE,4,1,1396.13,712.53,817.54,5.548666667,0.5875,53.41,19.176,44.58,20.604,2.44375,0.436806879524579
HBR,PIRE,5,1,1396.13,712.53,817.54,5.548666667,0.5875,53.41,19.176,44.58,20.604,2.77025,1.05143818173015
HBR,PIRE,6,1,1396.13,712.53,817.54,5.548666667,0.5875,53.41,19.176,44.58,20.604,1.249,0.745413978940562
HFR,PIRE,1,1,1152.13,851.25,1041.04,7.489633333,0.5875,53.41,19.176,44.58,20.604,7.54575,0.45986329490404
HFR,PIRE,2,1,1152.13,851.25,1041.04,7.489633333,0.5875,53.41,19.176,44.58,20.604,6.17675,0.736118819666137
HFR,PIRE,3,1,1152.13,851.25,1041.04,7.489633333,0.5875,53.41,19.176,44.58,20.604,4.5285,0.60320560342225
HFR,PIRE,4,1,1152.13,851.25,1041.04,7.489633333,0.5875,53.41,19.176,44.58,20.604,3.12525,0.709428114751594
HFR,PIRE,5,1,1152.13,851.25,1041.04,7.489633333,0.5875,53.41,19.176,44.58,20.604,2.6655,0.303383695452914
HFR,PIRE,6,1,1152.13,851.25,1041.04,7.489633333,0.5875,53.41,19.176,44.58,20.604,2.665,0.284427495154741
HFR,PIRE,10,1,1152.13,851.25,1041.04,7.489633333,0.5875,53.41,19.176,44.58,20.604,3.441,0.578844250784843
HFR,PIRE,7,1,1152.13,851.25,1041.04,7.489633333,0.5875,53.41,19.176,44.58,20.604,2.72333333333333,0.607974780178696
HFR,PIRE,8,1,1152.13,851.25,1041.04,7.489633333,0.5875,53.41,19.176,44.58,20.604,3.471,1.69066525367975
HFR,PIRE,9,1,1152.13,851.25,1041.04,7.489633333,0.5875,53.41,19.176,44.58,20.604,2.65866666666667,1.15534511438502
JRN,PIRE,1,1,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604,6.314,4.13619495027334
JRN,PIRE,2,1,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604,7.2305,0.590838105293376
JRN,PIRE,3,1,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604,5.6065,0.526319611389632
JRN,PIRE,7,1,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604,0.733,NA
JRN,PIRE,6,1,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604,2.351,NA
JRN,PIRE,5,1,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604,0.964,NA
KBS,PIRE,1,1,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604,7.2065,0.480396017191373
KBS,PIRE,2,1,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604,6.6005,0.623904640149438
KBS,PIRE,3,1,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604,6.24525,1.12781244746929
KBS,PIRE,4,1,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604,5.52,1.2642494479598
KBS,PIRE,6,1,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604,5.84675,0.732086231259679
KBS,PIRE,8,1,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604,4.277,1.03096168696999
KBS,PIRE,7,1,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604,5.501,NA
KNZ,PIRE,1,1,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604,8.69325,0.20699818839787
KNZ,PIRE,2,1,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604,7.90125,0.217951638366557
KNZ,PIRE,3,1,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604,6.2965,0.673122326673738
KNZ,PIRE,4,1,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604,5.35366666666667,0.417617448549906
KNZ,PIRE,5,1,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604,4.929,NA
KNZ,PIRE,7,1,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604,4.322,0.79478802205368
KNZ,PIRE,8,1,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604,4.4315,1.9763634534164
KNZ,PIRE,9,1,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604,2.583,NA
KNZ,PIRE,6,1,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604,4.748,NA
LBS,PIRE,1,1,4099.52,1699.15,1772.69,26.18779167,0.5875,53.41,19.176,44.58,20.604,8.818,0.404385129960701
LBS,PIRE,2,1,4099.52,1699.15,1772.69,26.18779167,0.5875,53.41,19.176,44.58,20.604,5.8525,0.305615771844321
LBS,PIRE,3,1,4099.52,1699.15,1772.69,26.18779167,0.5875,53.41,19.176,44.58,20.604,6.24475,2.04467216198588
LBS,PIRE,5,1,4099.52,1699.15,1772.69,26.18779167,0.5875,53.41,19.176,44.58,20.604,5.15125,1.86803557692745
LBS,PIRE,6,1,4099.52,1699.15,1772.69,26.18779167,0.5875,53.41,19.176,44.58,20.604,4.59375,2.07717073202951
LBS,PIRE,7,1,4099.52,1699.15,1772.69,26.18779167,0.5875,53.41,19.176,44.58,20.604,2.5625,0.789557470992454
LBS,PIRE,8,1,4099.52,1699.15,1772.69,26.18779167,0.5875,53.41,19.176,44.58,20.604,3.99,0.575286015821695
LBS,PIRE,9,1,4099.52,1699.15,1772.69,26.18779167,0.5875,53.41,19.176,44.58,20.604,1.999,1.32669313206433
LBS,PIRE,10,1,4099.52,1699.15,1772.69,26.18779167,0.5875,53.41,19.176,44.58,20.604,1.12,0.449719912834644
LBS,PIRE,4,1,4099.52,1699.15,1772.69,26.18779167,0.5875,53.41,19.176,44.58,20.604,9.959,NA
LUQ,PIRE,1,1,3362.82,1233.94,1259.58,23.47708333,0.5875,53.41,19.176,44.58,20.604,7.685,0.29376294297727
LUQ,PIRE,2,1,3362.82,1233.94,1259.58,23.47708333,0.5875,53.41,19.176,44.58,20.604,6.9035,0.235498761497097
LUQ,PIRE,3,1,3362.82,1233.94,1259.58,23.47708333,0.5875,53.41,19.176,44.58,20.604,6.9715,1.27039114711441
LUQ,PIRE,4,1,3362.82,1233.94,1259.58,23.47708333,0.5875,53.41,19.176,44.58,20.604,4.91975,0.357186575895567
LUQ,PIRE,5,1,3362.82,1233.94,1259.58,23.47708333,0.5875,53.41,19.176,44.58,20.604,3.57625,0.730311520288888
LUQ,PIRE,6,1,3362.82,1233.94,1259.58,23.47708333,0.5875,53.41,19.176,44.58,20.604,3.36825,0.787303573386192
LUQ,PIRE,7,1,3362.82,1233.94,1259.58,23.47708333,0.5875,53.41,19.176,44.58,20.604,3.10475,0.47461379036012
LUQ,PIRE,8,1,3362.82,1233.94,1259.58,23.47708333,0.5875,53.41,19.176,44.58,20.604,2.29375,0.631219652735876
LUQ,PIRE,9,1,3362.82,1233.94,1259.58,23.47708333,0.5875,53.41,19.176,44.58,20.604,2.38775,0.233591345444703
LUQ,PIRE,10,1,3362.82,1233.94,1259.58,23.47708333,0.5875,53.41,19.176,44.58,20.604,2.71075,1.16010470073466
NIN,PIRE,1,1,1491.22,1206.53,1456.16,18.203875,0.5875,53.41,19.176,44.58,20.604,4.27225,0.607967309976449
NIN,PIRE,2,1,1491.22,1206.53,1456.16,18.203875,0.5875,53.41,19.176,44.58,20.604,2.6235,0.461564368930994
NIN,PIRE,3,1,1491.22,1206.53,1456.16,18.203875,0.5875,53.41,19.176,44.58,20.604,2.35325,1.56253349297436
NIN,PIRE,5,1,1491.22,1206.53,1456.16,18.203875,0.5875,53.41,19.176,44.58,20.604,0.775,0.450866942678214
NIN,PIRE,4,1,1491.22,1206.53,1456.16,18.203875,0.5875,53.41,19.176,44.58,20.604,0.507666666666667,0.483574537515504
NLK,PIRE,1,1,676.63,649.13,884.36,4.137,0.5875,53.41,19.176,44.58,20.604,8.2325,0.119856859072257
NLK,PIRE,2,1,676.63,649.13,884.36,4.137,0.5875,53.41,19.176,44.58,20.604,7.15875,0.373402709327789
NWT,PIRE,1,1,1249.7,646.57,755.51,-3.2115,0.5875,53.41,19.176,44.58,20.604,8.8945,0.0673325082457698
NWT,PIRE,2,1,1249.7,646.57,755.51,-3.2115,0.5875,53.41,19.176,44.58,20.604,7.068,2.96540216496852
NWT,PIRE,3,1,1249.7,646.57,755.51,-3.2115,0.5875,53.41,19.176,44.58,20.604,8.57625,1.22989196680034
NWT,PIRE,4,1,1249.7,646.57,755.51,-3.2115,0.5875,53.41,19.176,44.58,20.604,7.76866666666667,0.29899888517072
NWT,PIRE,5,1,1249.7,646.57,755.51,-3.2115,0.5875,53.41,19.176,44.58,20.604,7.636,0.136451456569727
NWT,PIRE,6,1,1249.7,646.57,755.51,-3.2115,0.5875,53.41,19.176,44.58,20.604,6.623,1.14355542060715
NWT,PIRE,7,1,1249.7,646.57,755.51,-3.2115,0.5875,53.41,19.176,44.58,20.604,7.345,0.647709811566878
NWT,PIRE,9,1,1249.7,646.57,755.51,-3.2115,0.5875,53.41,19.176,44.58,20.604,5.35033333333333,1.62436336246953
NWT,PIRE,8,1,1249.7,646.57,755.51,-3.2115,0.5875,53.41,19.176,44.58,20.604,7.662,3.16925259327811
OLY,PIRE,1,1,1530.9,794.19,1043.78,10.7329625,0.5875,53.41,19.176,44.58,20.604,6.96075,0.705776817886977
OLY,PIRE,2,1,1530.9,794.19,1043.78,10.7329625,0.5875,53.41,19.176,44.58,20.604,5.69725,0.581808889011962
OLY,PIRE,3,1,1530.9,794.19,1043.78,10.7329625,0.5875,53.41,19.176,44.58,20.604,3.62375,0.937659986348996
OLY,PIRE,4,1,1530.9,794.19,1043.78,10.7329625,0.5875,53.41,19.176,44.58,20.604,3.835,0.788958385045329
OLY,PIRE,5,1,1530.9,794.19,1043.78,10.7329625,0.5875,53.41,19.176,44.58,20.604,3.7625,0.858913072823243
OLY,PIRE,6,1,1530.9,794.19,1043.78,10.7329625,0.5875,53.41,19.176,44.58,20.604,3.6305,1.21379226668597
OLY,PIRE,7,1,1530.9,794.19,1043.78,10.7329625,0.5875,53.41,19.176,44.58,20.604,2.976,0.972303107746413
OLY,PIRE,8,1,1530.9,794.19,1043.78,10.7329625,0.5875,53.41,19.176,44.58,20.604,2.438,0.522032566033959
OLY,PIRE,9,1,1530.9,794.19,1043.78,10.7329625,0.5875,53.41,19.176,44.58,20.604,2.571,0.379243984790794
SEV,PIRE,1,1,254.5,252.22,1601.93,13.17375,0.5875,53.41,19.176,44.58,20.604,8.3855,0.314606102928726
SEV,PIRE,2,1,254.5,252.22,1601.93,13.17375,0.5875,53.41,19.176,44.58,20.604,7.60875,0.364638976706185
SEV,PIRE,3,1,254.5,252.22,1601.93,13.17375,0.5875,53.41,19.176,44.58,20.604,7.21075,0.979459161986859
SEV,PIRE,4,1,254.5,252.22,1601.93,13.17375,0.5875,53.41,19.176,44.58,20.604,5.01225,0.495974713737169
SMR,PIRE,2,1,240.31,236.14,1860.46,14.64165417,0.5875,53.41,19.176,44.58,20.604,8.85375,1.13334501219473
SMR,PIRE,3,1,240.31,236.14,1860.46,14.64165417,0.5875,53.41,19.176,44.58,20.604,6.44375,3.50699228922258
SMR,PIRE,7,1,240.31,236.14,1860.46,14.64165417,0.5875,53.41,19.176,44.58,20.604,4.6225,0.200111219075793
SMR,PIRE,10,1,240.31,236.14,1860.46,14.64165417,0.5875,53.41,19.176,44.58,20.604,7.1625,1.06278149212338
SMR,PIRE,1,1,240.31,236.14,1860.46,14.64165417,0.5875,53.41,19.176,44.58,20.604,9.023,0.222970850112744
SMR,PIRE,9,1,240.31,236.14,1860.46,14.64165417,0.5875,53.41,19.176,44.58,20.604,9.679,NA
UFL,PIRE,1,1,1238.47,1165.79,1620.79,20.721375,0.5875,53.41,19.176,44.58,20.604,7.6055,0.487456322829715
UFL,PIRE,2,1,1238.47,1165.79,1620.79,20.721375,0.5875,53.41,19.176,44.58,20.604,5.24025,1.60437866997373
UFL,PIRE,3,1,1238.47,1165.79,1620.79,20.721375,0.5875,53.41,19.176,44.58,20.604,3.88525,1.00895007309579
UFL,PIRE,4,1,1238.47,1165.79,1620.79,20.721375,0.5875,53.41,19.176,44.58,20.604,2.695,0.738921285839477
UFL,PIRE,6,1,1238.47,1165.79,1620.79,20.721375,0.5875,53.41,19.176,44.58,20.604,4.29125,1.73405855478659
UFL,PIRE,7,1,1238.47,1165.79,1620.79,20.721375,0.5875,53.41,19.176,44.58,20.604,3.73066666666667,2.09244362727729
UFL,PIRE,8,1,1238.47,1165.79,1620.79,20.721375,0.5875,53.41,19.176,44.58,20.604,2.39333333333333,1.57735770620786
UFL,PIRE,9,1,1238.47,1165.79,1620.79,20.721375,0.5875,53.41,19.176,44.58,20.604,2.70633333333333,1.12001175589068
UFL,PIRE,10,1,1238.47,1165.79,1620.79,20.721375,0.5875,53.41,19.176,44.58,20.604,3.9215,0.876105301890133
UFL,PIRE,5,1,1238.47,1165.79,1620.79,20.721375,0.5875,53.41,19.176,44.58,20.604,4.26866666666667,1.5592916126669
VCR,PIRE,1,1,1138.09,993.17,1215.28,15.028375,0.5875,53.41,19.176,44.58,20.604,7.16375,0.344765016593428
VCR,PIRE,2,1,1138.09,993.17,1215.28,15.028375,0.5875,53.41,19.176,44.58,20.604,5.34633333333333,1.30299820925945
VCR,PIRE,3,1,1138.09,993.17,1215.28,15.028375,0.5875,53.41,19.176,44.58,20.604,2.85333333333333,2.01328918273887
VCR,PIRE,4,1,1138.09,993.17,1215.28,15.028375,0.5875,53.41,19.176,44.58,20.604,4.5,NA
AND,PIST,1,1,2309.5,763.6333333,982.3666667,9.1659375,0.6225,52.835,20.592,39.682,20.174,7.41175,0.397622413016838
AND,PIST,9,1,2309.5,763.6333333,982.3666667,9.1659375,0.6225,52.835,20.592,39.682,20.174,2.25733333333333,0.996606910137258
ARC,PIST,5,1,326.66,284.43,422.74,-8.872666667,0.6225,52.835,20.592,39.682,20.174,5.0545,0.492093825741934
CPR,PIST,3,1,440.4,430.42,1201.73,8.598458333,0.6225,52.835,20.592,39.682,20.174,5.94775,0.884456659951935
HFR,PIST,10,1,1152.13,851.25,1041.04,7.489633333,0.6225,52.835,20.592,39.682,20.174,1.7485,0.565889565198016
KNZ,PIST,7,1,791.21,746.72,1250.01,12.57004167,0.6225,52.835,20.592,39.682,20.174,3.7895,0.0134350288425445
NWT,PIST,6,1,1249.7,646.57,755.51,-3.2115,0.6225,52.835,20.592,39.682,20.174,5.63366666666667,0.468240678853657
SMR,PIST,2,1,240.31,236.14,1860.46,14.64165417,0.6225,52.835,20.592,39.682,20.174,7.86225,0.856557596818022
AND,POTR,8,1,2309.5,763.6333333,982.3666667,9.1659375,0.735,49.205,18.76,40.774,28.432,3.14525,1.29069293404744
BNZ,POTR,9,1,402.87,359.8,575.89,-1.760208333,0.735,49.205,18.76,40.774,28.432,4.0225,1.00836187287435
CWT,POTR,3,1,1905.66,1173.16,1352.79,13.34375,0.735,49.205,18.76,40.774,28.432,2.046,NA
CWT,POTR,7,1,1905.66,1173.16,1352.79,13.34375,0.735,49.205,18.76,40.774,28.432,0.787,NA
CWT,POTR,8,1,1905.66,1173.16,1352.79,13.34375,0.735,49.205,18.76,40.774,28.432,1.218,NA
CWT,POTR,9,1,1905.66,1173.16,1352.79,13.34375,0.735,49.205,18.76,40.774,28.432,0.601,NA
HFR,POTR,7,1,1152.13,851.25,1041.04,7.489633333,0.735,49.205,18.76,40.774,28.432,1.80266666666667,0.759097710004011
LBS,POTR,5,1,4099.52,1699.15,1772.69,26.18779167,0.735,49.205,18.76,40.774,28.432,2.463,1.48628866644404
LVW,POTR,1,1,1096.46,850.81,1083.15,1.707875,0.735,49.205,18.76,40.774,28.432,6.55575,0.568206755210343
LVW,POTR,8,1,1096.46,850.81,1083.15,1.707875,0.735,49.205,18.76,40.774,28.432,4.27566666666667,0.389502674359668
NIN,POTR,2,1,1491.22,1206.53,1456.16,18.203875,0.735,49.205,18.76,40.774,28.432,0.56575,0.414823958645914
SEV,POTR,3,1,254.5,252.22,1601.93,13.17375,0.735,49.205,18.76,40.774,28.432,6.9465,0.720066895040546
SMR,POTR,1,1,240.31,236.14,1860.46,14.64165417,0.735,49.205,18.76,40.774,28.432,7.6725,0.29244429669027
AND,PSME,5,1,2309.5,763.6333333,982.3666667,9.1659375,0.82,48.7525,27.35111111,37.27,22.01777778,3.243,1.23422796381652
ARC,PSME,7,1,326.66,284.43,422.74,-8.872666667,0.82,48.7525,27.35111111,37.27,22.01777778,3.994,NA
ARC,PSME,8,1,326.66,284.43,422.74,-8.872666667,0.82,48.7525,27.35111111,37.27,22.01777778,3.379,NA
ARC,PSME,6,1,326.66,284.43,422.74,-8.872666667,0.82,48.7525,27.35111111,37.27,22.01777778,5.4145,0.724784450716211
CPR,PSME,4,1,440.4,430.42,1201.73,8.598458333,0.82,48.7525,27.35111111,37.27,22.01777778,0.9005,1.31739148825751
CWT,PSME,1,1,1905.66,1173.16,1352.79,13.34375,0.82,48.7525,27.35111111,37.27,22.01777778,6.508,NA
CWT,PSME,2,1,1905.66,1173.16,1352.79,13.34375,0.82,48.7525,27.35111111,37.27,22.01777778,4.09,NA
CWT,PSME,3,1,1905.66,1173.16,1352.79,13.34375,0.82,48.7525,27.35111111,37.27,22.01777778,3.405,NA
KBS,PSME,9,1,811.15,707.59,1007.43,8.838666667,0.82,48.7525,27.35111111,37.27,22.01777778,8.4,NA
LVW,PSME,3,1,1096.46,850.81,1083.15,1.707875,0.82,48.7525,27.35111111,37.27,22.01777778,5.653,0.649777397780707
NIN,PSME,1,1,1491.22,1206.53,1456.16,18.203875,0.82,48.7525,27.35111111,37.27,22.01777778,2.56575,0.599172971686808
VCR,PSME,1,1,1138.09,993.17,1215.28,15.028375,0.82,48.7525,27.35111111,37.27,22.01777778,3.28333333333333,1.62402011481796
AND,QUPR,1,1,2309.5,763.6333333,982.3666667,9.1659375,1.026666667,51.47833333,23.51,39.38125,27.22,6.324,0.276033814353725
AND,QUPR,2,1,2309.5,763.6333333,982.3666667,9.1659375,1.026666667,51.47833333,23.51,39.38125,27.22,3.96,0.776191986560026
AND,QUPR,3,1,2309.5,763.6333333,982.3666667,9.1659375,1.026666667,51.47833333,23.51,39.38125,27.22,3.47275,0.141565944586495
AND,QUPR,4,1,2309.5,763.6333333,982.3666667,9.1659375,1.026666667,51.47833333,23.51,39.38125,27.22,2.712,0.568608242407137
AND,QUPR,5,1,2309.5,763.6333333,982.3666667,9.1659375,1.026666667,51.47833333,23.51,39.38125,27.22,2.348,0.717333488227988
AND,QUPR,6,1,2309.5,763.6333333,982.3666667,9.1659375,1.026666667,51.47833333,23.51,39.38125,27.22,2.18775,0.600724215704123
AND,QUPR,7,1,2309.5,763.6333333,982.3666667,9.1659375,1.026666667,51.47833333,23.51,39.38125,27.22,2.382,0.500367198498596
AND,QUPR,8,1,2309.5,763.6333333,982.3666667,9.1659375,1.026666667,51.47833333,23.51,39.38125,27.22,2.193,0.72051694405244
AND,QUPR,9,1,2309.5,763.6333333,982.3666667,9.1659375,1.026666667,51.47833333,23.51,39.38125,27.22,1.9365,0.640049216857579
AND,QUPR,10,1,2309.5,763.6333333,982.3666667,9.1659375,1.026666667,51.47833333,23.51,39.38125,27.22,1.8285,1.16388444443596
ARC,QUPR,1,1,326.66,284.43,422.74,-8.872666667,1.026666667,51.47833333,23.51,39.38125,27.22,8.06275,0.133951172696123
ARC,QUPR,2,1,326.66,284.43,422.74,-8.872666667,1.026666667,51.47833333,23.51,39.38125,27.22,7.02425,0.173893406047115
ARC,QUPR,3,1,326.66,284.43,422.74,-8.872666667,1.026666667,51.47833333,23.51,39.38125,27.22,6.01825,0.597888715955291
ARC,QUPR,4,1,326.66,284.43,422.74,-8.872666667,1.026666667,51.47833333,23.51,39.38125,27.22,5.704,0.493548376554923
ARC,QUPR,5,1,326.66,284.43,422.74,-8.872666667,1.026666667,51.47833333,23.51,39.38125,27.22,4.54525,0.967486907749488
ARC,QUPR,6,1,326.66,284.43,422.74,-8.872666667,1.026666667,51.47833333,23.51,39.38125,27.22,4.56,0.912779272332583
ARC,QUPR,8,1,326.66,284.43,422.74,-8.872666667,1.026666667,51.47833333,23.51,39.38125,27.22,3.62375,1.35369158845974
ARC,QUPR,9,1,326.66,284.43,422.74,-8.872666667,1.026666667,51.47833333,23.51,39.38125,27.22,3.70175,0.382996409904845
ARC,QUPR,10,1,326.66,284.43,422.74,-8.872666667,1.026666667,51.47833333,23.51,39.38125,27.22,3.25,0.71846920602069
ARC,QUPR,7,1,326.66,284.43,422.74,-8.872666667,1.026666667,51.47833333,23.51,39.38125,27.22,3.35266666666667,0.633972659768017
BCI,QUPR,1,1,2692.38,1367.63,1517.06,27.16933333,1.026666667,51.47833333,23.51,39.38125,27.22,8.29175,0.497183651514542
BCI,QUPR,2,1,2692.38,1367.63,1517.06,27.16933333,1.026666667,51.47833333,23.51,39.38125,27.22,4.20375,0.35225310502535
BCI,QUPR,3,1,2692.38,1367.63,1517.06,27.16933333,1.026666667,51.47833333,23.51,39.38125,27.22,2.78475,1.04007159208713
BCI,QUPR,4,1,2692.38,1367.63,1517.06,27.16933333,1.026666667,51.47833333,23.51,39.38125,27.22,2.538,0.708281958921257
BCI,QUPR,6,1,2692.38,1367.63,1517.06,27.16933333,1.026666667,51.47833333,23.51,39.38125,27.22,0.79275,0.1572606647152
BCI,QUPR,5,1,2692.38,1367.63,1517.06,27.16933333,1.026666667,51.47833333,23.51,39.38125,27.22,1.934,0.364867099092259
BNZ,QUPR,1,1,402.87,359.8,575.89,-1.760208333,1.026666667,51.47833333,23.51,39.38125,27.22,7.581,0.322656680286234
BNZ,QUPR,2,1,402.87,359.8,575.89,-1.760208333,1.026666667,51.47833333,23.51,39.38125,27.22,6.96475,0.984872707510976
BNZ,QUPR,3,1,402.87,359.8,575.89,-1.760208333,1.026666667,51.47833333,23.51,39.38125,27.22,5.89225,0.853183987582202
BNZ,QUPR,4,1,402.87,359.8,575.89,-1.760208333,1.026666667,51.47833333,23.51,39.38125,27.22,5.5425,1.36260106658797
BNZ,QUPR,6,1,402.87,359.8,575.89,-1.760208333,1.026666667,51.47833333,23.51,39.38125,27.22,4.35466666666667,1.42391233344379
BNZ,QUPR,7,1,402.87,359.8,575.89,-1.760208333,1.026666667,51.47833333,23.51,39.38125,27.22,3.66333333333333,1.00871618076312
BNZ,QUPR,8,1,402.87,359.8,575.89,-1.760208333,1.026666667,51.47833333,23.51,39.38125,27.22,4.25275,0.648631572363439
BNZ,QUPR,9,1,402.87,359.8,575.89,-1.760208333,1.026666667,51.47833333,23.51,39.38125,27.22,3.226,0.997628187252145
BNZ,QUPR,10,1,402.87,359.8,575.89,-1.760208333,1.026666667,51.47833333,23.51,39.38125,27.22,3.05975,1.09973765811064
BNZ,QUPR,5,1,402.87,359.8,575.89,-1.760208333,1.026666667,51.47833333,23.51,39.38125,27.22,4.68333333333333,0.268636061118632
BSF,QUPR,1,1,1244.55,752.61,1096.91,11.29540417,1.026666667,51.47833333,23.51,39.38125,27.22,7.501,0.105366028680975
BSF,QUPR,2,1,1244.55,752.61,1096.91,11.29540417,1.026666667,51.47833333,23.51,39.38125,27.22,6.67725,0.247602335745579
BSF,QUPR,3,1,1244.55,752.61,1096.91,11.29540417,1.026666667,51.47833333,23.51,39.38125,27.22,6.347,0.743207014678055
BSF,QUPR,8,1,1244.55,752.61,1096.91,11.29540417,1.026666667,51.47833333,23.51,39.38125,27.22,4.452,0.444107344381213
BSF,QUPR,10,1,1244.55,752.61,1096.91,11.29540417,1.026666667,51.47833333,23.51,39.38125,27.22,5.31925,1.09661308126431
BSF,QUPR,4,1,1244.55,752.61,1096.91,11.29540417,1.026666667,51.47833333,23.51,39.38125,27.22,5.23533333333333,0.956278899345444
